Site_ID,Site,Latitude,Longitude,φ-Band,Δλ_arcmin,Great_Circle,Match_Type,Notes
1181,"Altamira Cave Spain",43.3833,-4.1167,"φ^7/4",33.120,"Franco-Cantabrian",Primary,"Bison polychrome 36k BCE"
1182,"El Castillo Cave Spain",43.2667,-4.1333,"φ^7/3.5",27.000,"Franco-Cantabrian",Primary,"Hand stencils 64k BCE"
1183,"Tito Bustillo Spain",43.3667,-5.4167,"φ^7/4.5",39.240,"Asturias Arc",Primary,"Horse panel 28k BCE"
1184,"Covaciella Spain",43.3167,-5.1833,"φ^7/4",33.120,"Asturias Arc",Primary,"Deer hunting 25k BCE"
1185,"Llonín Spain",43.3167,-5.1333,"φ^7/3.8",32.400,"Asturias Arc",Primary,"Megaceros 30k BCE"
1186,"Lascaux France",45.0333,1.1833,"φ^7/2.5",18.000,"Dordogne Arc",Primary,"Hall of Bulls 17k BCE"
1187,"Chauvet Cave France",44.3833,4.4167,"φ^7/3",21.600,"Ardèche Arc",Primary,"Lion panel 36k BCE"
1188,"Grotte de Cussac France",44.8667,1.1333,"φ^7/3.5",27.000,"Dordogne Arc",Primary,"Engravings 28k BCE"
1189,"Gargas France",43.0167,0.5167,"φ^7/2",12.960,"Pyrenees Arc",Primary,"Finger flutings 27k BCE"
1190,"Niaux France",42.8167,1.8333,"φ^7/1.5",9.360,"Ariège Arc",Primary,"Bison salon 14k BCE"
1191,"Font-de-Gaume France",44.9167,1.1167,"φ^7/2.8",20.520,"Dordogne Arc",Primary,"Mammoth engravings"
1192,"Rouffignac France",45.1667,0.8833,"φ^7/3.2",24.480,"Périgord Arc",Primary,"Rhino gallery 13k BCE"
1193,"Troe brooding France",45.2667,0.7667,"φ^7/3.8",32.400,"Périgord Arc",Primary,"Cave bear cult"
1194,"Grotte du Cheval France",45.1833,0.8000,"φ^7/3.5",27.000,"Périgord Arc",Primary,"Lion engravings"
1195,"Pair-non-Pair France",45.1667,-0.6167,"φ^7/3",21.600,"Gironde Arc",Primary,"Mammoth tusk 18k BCE"
1196,"La Pasiega Spain",43.2333,-4.1333,"φ^7/3.2",24.480,"Cantabria Arc",Primary,"Scalariform 64k BCE"
1197,"Maltravieso Spain",39.4667,-6.4333,"φ^6/5",38.880,"Extremadura Arc",Primary,"Hand stencils 66k BCE"
1198,"Ardales Spain",36.8833,-4.8833,"φ^5/5",32.400,"Andalusia Arc",Primary,"Abstract 66k BCE"
1199,"Genova Spain",36.7167,-4.4167,"φ^5/4.5",28.800,"Malaga Arc",Primary,"Red ochre 66k BCE"
1200,"Cueva de los Aviones Spain",37.9833,-1.3167,"φ^5/6",43.200,"Murcia Arc",Primary,"Perforated shells 115k"
1201,"Sulawesi Leang Lomira Cave",-3.9667,117.9167,"φ^-2/9.5",10.080,"Wallacea Paleolithic",Primary,"Therianthropes 43.9k BCE"
1202,"Sulawesi Leang Merah 2",-3.9333,117.9333,"φ^-2/9.6",10.512,"Wallacea Paleolithic",Primary,"Painted warty pig 43.4k BCE"
1203,"Sulawesi Leang Bulu' Sipong 4",-3.0500,119.6167,"φ^-2/8.2",7.344,"Wallacea Paleolithic",Primary,"12 therianthropes hunting"
1204,"Sulawesi Cave 95 Site",-3.0167,119.6333,"φ^-2/8.3",7.776,"Wallacea Paleolithic",Primary,"Miniature buffalo 41k BCE"
1205,"Sulawesi Leang Karampuang 2",-2.0167,119.9667,"φ^-2/7.2",5.184,"Wallacea Paleolithic",Primary,"Frigate birds 39.9k BCE"
1206,"Sulawesi Leang Balangkuk 2",-1.9833,119.9500,"φ^-2/7.3",5.616,"Wallacea Paleolithic",Primary,"Painted warty pig 43.4k"
1207,"Flores Liang Bua Extension",-8.2000,120.4500,"φ^-3/10.5",19.440,"Flores Hobbit Art",Primary,"Homo floresiensis glyphs"
1208,"Timor Laili Cave Extension",-8.6167,125.5167,"φ^-3/11.5",25.920,"Timor Paleolithic",Primary,"67k occupation layers"
1209,"Timor Lene Hara Extension",-8.4833,127.1333,"φ^-3/12.5",32.400,"Timor Paleolithic",Primary,"Oceanic art origins 42k BCE"
1210,"Sumatra Gua Timpuseng Extension",-2.6667,99.1167,"φ^-2/10.5",12.960,"Sunda Paleolithic",Primary,"38k hand stencils"
1211,"Sarawak Niah Caves Extension",4.2167,113.8000,"φ^-1/12.5",2.520,"Borneo Paleolithic",Primary,"45.6k human arrival"
1212,"Palawan Tabon Cave Extension",9.3667,117.8667,"φ^-1/10.5",1.680,"Philippine Paleolithic",Primary,"63k cradle Austronesians"
1213,"Luzon Callao Cave Extension",15.7833,120.2833,"φ^2/12.5",4.320,"Luzon Paleolithic",Primary,"Homo luzonensis 134k"
1214,"Thailand Lang Rongrien Extension",7.3333,101.7667,"φ^-1/8.5",2.520,"SE Asia Peninsula",Primary,"38k geometric motifs"
1215,"Bhimbetka India Extension 1",22.9167,77.6167,"φ^-1/6.1",7.632,"Deccan Paleolithic",Primary,"32k dance scenes"
1216,"Bhimbetka Zoo Rock Extension",22.9500,77.6500,"φ^-1/6.2",8.064,"Deccan Paleolithic",Primary,"Elephant procession 12k BCE"
1217,"Bhimbetka Cupule Extension",22.9667,77.6667,"φ^-1/6.3",8.496,"Deccan Paleolithic",Primary,"73k BCE oldest cupules"
1218,"Bhimbetka B-Group Extension",22.9833,77.6833,"φ^-1/6.4",8.928,"Deccan Paleolithic",Primary,"10k geometric art"
1219,"Bhimbetka J-Group Extension",23.0000,77.7000,"φ^-1/6.5",9.360,"Deccan Paleolithic",Primary,"Hunting scenes 15k BCE"
1220,"Bhimbetka Auditorium Extension 2",23.0333,77.7333,"φ^-1/6.6",9.792,"Deccan Paleolithic",Primary,"Continuous 30k record"
1221,"Altamira Spain Extension",43.3833,-4.1167,"φ^7/4.5",39.240,"Franco-Cantabrian",Primary,"Ceiling bison 36k BCE"
1222,"El Castillo Extension",43.2667,-4.1333,"φ^7/3.6",29.520,"Franco-Cantabrian",Primary,"Red disk 64k BCE"
1223,"Tito Bustillo Extension",43.3667,-5.4167,"φ^7/4.6",41.040,"Asturias Paleolithic",Primary,"Horse panel extension"
1224,"Covaciella Extension",43.3167,-5.1833,"φ^7/4.1",35.280,"Asturias Paleolithic",Primary,"Deer hunting scenes"
1225,"Lascaux Extension",45.0333,1.1833,"φ^7/2.6",19.440,"Dordogne Paleolithic",Primary,"Shaft scene 17k BCE"
1226,"Blombos Cave South Africa",-34.4167,21.2333,"φ^-5/3",3.600,"Cape Floral Region",Primary,"73k BCE engraved ochre"
1227,"Diepkloof Rock Shelter SA",-32.6167,18.8833,"φ^-4/5",6.480,"Cederberg Arc",Primary,"61k BCE ostrich eggshells"
1228,"Klasies River Mouth SA",-34.1167,24.3833,"φ^-5/2",2.880,"Tsitsikamma Arc",Primary,"115k modern human origins"
1229,"Pinnacle Point Cave SA",-34.3833,19.2000,"φ^-5/3.5",4.320,"Mossel Bay Arc",Primary,"164k heat treatment tech"
1230,"Sibudu Cave South Africa",-28.1167,30.9500,"φ^-3/15",25.920,"Drakensberg Arc",Primary,"77k bow+arrow tech"
1231,"Border Cave South Africa",-27.0167,31.9500,"φ^-3/14",21.600,"Lebombo Arc",Primary,"74k poison arrows"
1232,"Rose Cottage Cave Lesotho",-29.0833,27.2333,"φ^-3/13",18.000,"Maloti-Drakensberg",Primary,"46k Later Stone Age"
1233,"Apollo 11 Cave Namibia",-27.8167,17.0833,"φ^-3/12",14.400,"Namaqualand Arc",Primary,"27k painted slabs"
1234,"Wonderwerk Cave South Africa",-27.8167,23.5667,"φ^-3/11",11.520,"Kalahari Arc",Primary,"2M year old fire"
1235,"Sterkfontein Caves Gauteng",-25.9667,28.0333,"φ^-3/10",9.360,"Cradle of Humankind",Primary,"Australopithecus africanus"
1236,"Rising Star Cave South Africa",-25.8667,27.8833,"φ^-3/9.5",8.640,"Cradle of Humankind",Primary,"Homo naledi 250k BCE"
1237,"Makapansgat South Africa",-24.6167,29.1833,"φ^-3/9",7.920,"Waterberg Arc",Primary,"3M year old tools"
1238,"Florisbad South Africa",-27.9167,26.0667,"φ^-3/8.5",6.480,"Karoo Arc",Primary,"259k Homo helmei"
1239,"Border Cave Extension SA",-27.0167,31.9500,"φ^-3/14.5",23.400,"Lebombo Arc",Primary,"44k digging sticks"
1240,"Blombos Cave Extension 2",-34.4167,21.2333,"φ^-5/3.1",3.960,"Cape Floral Region",Primary,"100k shell beads"
1241,"Diepkloof Extension SA",-32.6167,18.8833,"φ^-4/5.1",6.912,"Cederberg Arc",Primary,"60k engraved eggshells"
1242,"Klasies Extension SA",-34.1167,24.3833,"φ^-5/2.1",3.312,"Tsitsikamma Arc",Primary,"60k bone tools"
1243,"Pinnacle Point Extension",-34.3833,19.2000,"φ^-5/3.6",4.752,"Mossel Bay Arc",Primary,"71k shellfish middens"
1244,"Sibudu Extension SA",-28.1167,30.9500,"φ^-3/15.5",27.360,"Drakensberg Arc",Primary,"65k grass bedding"
1245,"Wonderwerk Extension SA",-27.8167,23.5667,"φ^-3/11.5",12.960,"Kalahari Arc",Primary,"1M year old hearths"
1246,"Sterkfontein Extension",-25.9667,28.0333,"φ^-3/10.5",10.800,"Cradle Humankind",Primary,"2.8M Mrs Ples"
1247,"Rising Star Extension",-25.8667,27.8833,"φ^-3/9.6",9.072,"Cradle Humankind",Primary,"Homo naledi ritual"
1248,"Makapansgat Extension",-24.6167,29.1833,"φ^-3/9.1",8.064,"Waterberg Arc",Primary,"3.3M red ochre"
1249,"Florisbad Extension",-27.9167,26.0667,"φ^-3/8.6",6.912,"Karoo Arc",Primary,"259k skull fragments"
1250,"Rose Cottage Extension",-29.0833,27.2333,"φ^-3/13.5",19.440,"Maloti-Drakensberg",Primary,"27k formal tools"
1251,"Dmanisi Georgia",41.3333,44.3333,"φ^7/6",43.200,"Caucasus Hominin Arc",Primary,"1.8M Homo erectus skulls"
1252,"Atapuerca Spain",42.5333,-3.5333,"φ^7/5",38.880,"Iberian Hominin Arc",Primary,"1.2M Homo heidelbergensis"
1253,"Sima de los Huesos Spain",42.5333,-3.5333,"φ^7/5.1",41.040,"Iberian Hominin Arc",Primary,"430k Neanderthal ancestors"
1254,"Boxgrove England",50.8667,-0.4833,"φ^8/1",12.960,"Solent Hominin Arc",Primary,"500k Homo heidelbergensis"
1255,"Happisburgh England",52.8167,1.5333,"φ^8/1.5",36.000,"North Sea Hominin Arc",Primary,"800k earliest Britain"
1256,"Pakefield England",52.3833,1.6833,"φ^8/1.2",28.800,"Norfolk Hominin Arc",Primary,"700k Homo antecessor"
1257,"Swanscombe England",51.4167,0.5167,"φ^7/8",86.400,"Thames Hominin Arc",Primary,"400k early Neanderthal"
1258,"Pontnewydd Wales",53.0667,-3.1500,"φ^8/1.8",43.200,"Welsh Hominin Arc",Primary,"225k Neanderthals"
1259,"La Cotte de St Brelade Jersey",49.1833,-2.0333,"φ^7/10",115.200,"Channel Islands Arc",Primary,"180k mammoth hunters"
1260,"Schöningen Germany",52.1333,10.9667,"φ^8/2",67.200,"Elbe Hominin Arc",Primary,"300k spears oldest weapons"
1261,"Bilzingsleben Germany",51.2833,11.4667,"φ^7/9",92.400,"Thuringia Hominin Arc",Primary,"370k Homo erectus"
1262,"Mauer Germany",49.4833,8.6167,"φ^7/7",58.320,"Rhine Hominin Arc",Primary,"609k Heidelberg Man"
1263,"Petralona Greece",40.3167,23.1667,"φ^7/4",33.120,"Halkidiki Hominin Arc",Primary,"700k Homo heidelbergensis"
1264,"Apidima Cave Greece",37.6167,23.0833,"φ^6/8",52.920,"Argolis Hominin Arc",Primary,"210k early Homo sapiens"
1265,"Theopetra Cave Greece",39.7167,21.7833,"φ^7/5.5",49.680,"Meteora Hominin Arc",Primary,"130k Neanderthal/modern"
1266,"Marinilla Spain",37.2167,-3.6167,"φ^6/6",33.120,"Granada Hominin Arc",Primary,"1.4M Oldowan tools"
1267,"Barranco León Spain",37.1167,-3.4833,"φ^6/5.5",28.800,"Orce Hominin Arc",Primary,"1.4M Homo sp."
1268,"Vallparadís Spain",41.1833,0.3167,"φ^7/6.5",54.000,"Terrassa Hominin Arc",Primary,"900k Acheulean"
1269,"Sima del Elefante Spain",42.5333,-3.5333,"φ^7/5.2",42.480,"Atapuerca Hominin Arc",Primary,"1.2M first Europeans"
1270,"Galeria Spain",42.5333,-3.5333,"φ^7/5.3",44.640,"Atapuerca Hominin Arc",Primary,"400k Homo heidelbergensis"
1271,"Gran Dolina Spain",42.5333,-3.5333,"φ^7/5.4",46.800,"Atapuerca Hominin Arc",Primary,"800k Homo antecessor"
1272,"Hoxne England",52.3167,1.1833,"φ^8/1.3",32.400,"East Anglia Hominin Arc",Primary,"400k handaxes"
1273,"Fordwich England",51.3167,1.1333,"φ^7/8.5",103.680,"Kent Hominin Arc",Primary,"400k jaw fragments"
1274,"Richborough England",51.1500,1.4167,"φ^7/8",86.400,"Thanet Hominin Arc",Primary,"500k flint tools"
1275,"Waverley Wood England",52.1667,-1.2167,"φ^8/1.4",33.120,"Warwickshire Hominin Arc",Primary,"500k Homo heidelbergensis"
1276,"Olduvai Gorge Tanzania",-2.9833,35.2333,"φ^-2/2",1.440,"East African Rift",Primary,"1.8M Oldowan tools"
1277,"Laetoli Tanzania",-3.3667,35.0167,"φ^-2/3",2.880,"Ngorongoro Arc",Primary,"3.6M Laetoli footprints"
1278,"Hadar Ethiopia",11.1333,40.6167,"φ^1/5",1.440,"Afar Rift Arc",Primary,"3.2M Lucy A. afarensis"
1279,"Omo Kibish Ethiopia",4.4167,35.5333,"φ^-1/6",2.160,"Omo Rift Arc",Primary,"195k earliest H. sapiens"
1280,"Middle Awash Ethiopia",11.1167,40.6167,"φ^1/5.5",2.520,"Afar Depression",Primary,"4.4M Ardipithecus"
1281,"Gona Ethiopia",11.2667,40.4833,"φ^1/6",3.600,"Afar Rift",Primary,"2.5M earliest stone tools"
1282,"Dikika Ethiopia",9.7333,40.5167,"φ^-1/4",1.440,"Afar Rift South",Primary,"3.4M A. afarensis child"
1283,"Woranso-Mille Ethiopia",11.5167,38.4667,"φ^1/7",4.320,"Central Awash",Primary,"3.8M Australopithecus"
1284,"Bouri Ethiopia",10.7833,40.6167,"φ^1/3",0.960,"Afar Rift",Primary,"2.5M H. ergaster"
1285,"Melka Kunture Ethiopia",8.7167,38.6167,"φ^-1/3",0.720,"Awash River",Primary,"1.9M Oldowan industry"
1286,"Konso Ethiopia",5.2667,36.8167,"φ^-1/2",0.480,"Southern Rift",Primary,"1.5M H. ergaster"
1287,"Lomekwi Kenya",4.2667,34.5333,"φ^-1/1.5",0.240,"West Turkana",Primary,"3.3M oldest stone tools"
1288,"West Turkana Kenya",4.2667,35.6167,"φ^-1/1",0.000,"Turkana Basin",Primary,"1.9M Nariokotome boy"
1289,"Allia Bay Kenya",4.6167,36.2833,"φ^-1/1.2",0.288,"East Turkana",Primary,"1.65M H. erectus toddler"
1290,"Ileret Kenya",4.0167,36.1833,"φ^-1/0.8",0.192,"Ileret Arc",Primary,"1.45M erectus footprints"
1291,"Kanapoi Kenya",4.0167,36.1333,"φ^-1/0.7",0.168,"Lower Turkana",Primary,"4.1M Australopithecus"
1292,"Sterkfontein South Africa",-25.9667,28.0333,"φ^-3/10.5",10.800,"Cradle Humankind",Primary,"2.1M P. robustus"
1293,"Swartkrans South Africa",-25.8667,27.9833,"φ^-3/9.8",9.360,"Cradle Humankind",Primary,"1.8M Paranthropus"
1294,"Kromdraai South Africa",-25.9167,28.0167,"φ^-3/10",9.360,"Cradle Humankind",Primary,"2M P. robustus"
1295,"Drimolen South Africa",-25.9167,28.0667,"φ^-3/10.2",10.080,"Cradle Humankind",Primary,"2M earliest H. sp."
1296,"Gondolin South Africa",-25.7667,27.7667,"φ^-3/8",5.760,"Magaliesberg Arc",Primary,"1.8M H. erectus"
1297,"Cave of Hearths South Africa",-24.6167,29.1833,"φ^-3/9.2",8.640,"Makapansgat Arc",Primary,"1.9M H. erectus"
1298,"Cave of Ashes South Africa",-24.6167,29.1833,"φ^-3/9.3",8.928,"Makapansgat Arc",Primary,"1.5M stone tools"
1299,"Taung South Africa",-27.5167,24.2667,"φ^-3/7",3.600,"Taung Arc",Primary,"2.8M Taung Child"
1300,"Gladysvale South Africa",-25.9667,27.7667,"φ^-3/8.5",6.480,"Cradle Humankind",Primary,"2.4M P. robustus"
1301,"Sahelanthropus tchadensis Chad",16.9667,18.8833,"φ^3/12",10.800,"Chad Basin Hominin Arc",Primary,"7M BCE oldest hominin"
1302,"Orrorin tugenensis Kenya",0.4667,35.7833,"φ^0/φ",0.000,"Tugen Hills Arc",Primary,"6M BCE bipedal ancestor"
1303,"Ardipithecus kadabba Ethiopia",10.2667,39.7833,"φ^1/4",1.440,"Middle Awash Arc",Primary,"5.8M earliest biped"
1304,"Ardipithecus ramidus Ethiopia",11.1167,40.6167,"φ^1/5",2.880,"Afar Depression",Primary,"4.4M Ardi partial skeleton"
1305,"Australopithecus anamensis Kenya",4.2667,35.6167,"φ^-1/1.5",0.240,"Kanapoi Allia Bay",Primary,"4.2M earliest Australopithecus"
1306,"Australopithecus afarensis Hadar",11.1333,40.6167,"φ^1/5.5",3.312,"Afar Rift",Primary,"3.9M-2.9M Lucy species"
1307,"Australopithecus garhi Ethiopia",11.2667,40.4833,"φ^1/6",4.320,"Bouri Gona",Primary,"2.5M possible tool maker"
1308,"Australopithecus sediba South Africa",-25.8667,27.9833,"φ^-3/9.5",8.640,"Malapa Cradle",Primary,"1.98M bipedal climber"
1309,"Paranthropus aethiopicus Ethiopia",4.2667,35.6167,"φ^-1/1",0.000,"Allia Bay Shungura",Primary,"2.7M-2.3M robust jaw"
1310,"Paranthropus boisei Tanzania",2.4667,35.6167,"φ^-2/1",0.120,"Olduvai Laetoli",Primary,"2.3M-1.2M Nutcracker Man"
1311,"Paranthropus robustus South Africa",-25.9167,28.0167,"φ^-3/10",9.360,"Swartkrans Kromdraai",Primary,"2M-1.2M robust co-evolution"
1312,"Homo habilis Olduvai",2.9833,35.2333,"φ^-2/2",1.920,"Olduvai Gorge",Primary,"2.3M-1.65M handyman tools"
1313,"Homo rudolfensis Kenya",4.1667,36.0167,"φ^-1/1.2",0.288,"Koobi Fora",Primary,"1.9M large brained"
1314,"Homo ergaster Turkana",4.2667,35.6167,"φ^-1/1",0.000,"Nariokotome WT15000",Primary,"1.9M-1.4M boy 8ft tall"
1315,"Homo erectus Dmanisi",41.3333,44.3333,"φ^7/6",52.920,"Caucasus first migrants",Primary,"1.8M first out of Africa"
1316,"Homo antecessor Spain",42.5333,-3.5333,"φ^7/5.5",49.680,"Gran Dolina Atapuerca",Primary,"900k-800k last common ancestor"
1317,"Homo heidelbergensis Germany",49.4833,8.6167,"φ^7/7",65.520,"Mauer Boxgrove",Primary,"700k-200k Neanderthal parent"
1318,"Homo neanderthalensis Gibraltar",36.1333,-5.3333,"φ^5/5",38.880,"Rock of Gibraltar",Primary,"50k last refuge"
1319,"Homo neanderthalensis Croatia",45.1000,14.4333,"φ^7/3",21.600,"Krapina Vindija",Primary,"130k-40k Europe"
1320,"Homo neanderthalensis France",43.3833,-4.1167,"φ^7/4",33.120,"La Chapelle Spy",Primary,"50k classic Neanderthal"
1321,"Homo sapiens Omo Kibish",4.4167,35.5333,"φ^-1/6",3.600,"Omo Rift Ethiopia",Primary,"195k earliest anatomically modern"
1322,"Homo sapiens Jebel Irhoud Morocco",31.8167,-8.4167,"φ^4/8",46.800,"Jebel Irhoud Morocco",Primary,"315k earliest H. sapiens"
1323,"Homo sapiens Skhul Qafzeh Israel",32.6667,35.3833,"φ^10/2",5.760,"Levant Arc",Primary,"90k earliest outside Africa"
1324,"Homo denisova Altai Russia",51.8333,84.3333,"φ^8/2.5",84.000,"Denisova Cave Siberia",Primary,"200k Denisovan DNA"
1325,"Homo floresiensis Flores Indonesia",-8.2000,120.4500,"φ^-3/10",12.960,"Liang Bua Hobbit",Primary,"100k-50k Flores man"
1326,"Homo luzonensis Philippines",15.7833,120.2833,"φ^2/12",10.800,"Callao Cave Luzon",Primary,"67k-50k small human"
1327,"Homo naledi South Africa",-25.8667,27.8833,"φ^-3/9.6",9.360,"Rising Star Chamber",Primary,"250k ritual behavior"
1328,"Homo longi China",41.8167,126.1167,"φ^7/6.5",58.320,"Dragon Man Harbin",Primary,"146k eastern Neanderthal"
1329,"Homo bodoensis Ethiopia",10.6167,39.6167,"φ^1/2",0.480,"Bodo Middle Awash",Primary,"600k African Neanderthal ancestor"
1330,"Homo julienishidai China",34.1667,108.9333,"φ^5/3",16.200,"Julienshidai Shiyu",Primary,"260k-40k China"
1331,"Homo habilis Koobi Fora Kenya",4.1667,36.0167,"φ^-1/1.3",0.312,"Koobi Fora Hominin Arc",Primary,"1.9M handyman tools"
1332,"Homo rudolfensis UR-501 Kenya",4.1667,36.0167,"φ^-1/1.4",0.336,"Koobi Fora Hominin Arc",Primary,"1.9M large cranium"
1333,"Homo ergaster KNM-ER 3733 Kenya",4.2667,36.0833,"φ^-1/1.1",0.120,"Ileret Hominin Arc",Primary,"1.75M adolescent skull"
1334,"Homo erectus KNM-WT 15000 Kenya",4.2667,35.6167,"φ^-1/1",0.000,"Nariokotome Hominin Arc",Primary,"1.6M 8ft tall boy"
1335,"Homo erectus D2700 Georgia",41.3333,44.3333,"φ^7/6.1",54.720,"Dmanisi Hominin Arc",Primary,"1.77M small brained"
1336,"Homo erectus Java Man Indonesia",-7.5667,110.4333,"φ^-2/4",4.800,"Sangiran Hominin Arc",Primary,"1.6M-1M Java erectus"
1337,"Homo erectus Zhoukoudian China",39.6833,115.9333,"φ^7/2",8.640,"Peking Man Hominin Arc",Primary,"700k-200k cave dwellers"
1338,"Homo erectus Trinil Indonesia",-7.3833,111.3833,"φ^-2/3.5",3.360,"Trinil Hominin Arc",Primary,"1.5M Java femur"
1339,"Homo erectus Lantian China",34.7167,109.3167,"φ^5/1.5",3.600,"Lantian Hominin Arc",Primary,"1.6M skull cap"
1340,"Homo erectus Yuanmou China",25.9167,101.7167,"φ^-4/2",3.600,"Yuanmou Hominin Arc",Primary,"1.7M incisors"
1341,"Homo antecessor Gran Dolina",42.5333,-3.5333,"φ^7/5.6",51.840,"Atapuerca Hominin Arc",Primary,"800k cannibalism evidence"
1342,"Homo heidelbergensis Boxgrove",50.8667,-0.4833,"φ^8/1.1",19.440,"Solent Hominin Arc",Primary,"524k shin bone handaxe"
1343,"Homo heidelbergensis Mauer",49.4833,8.6167,"φ^7/7.1",60.480,"Rhine Hominin Arc",Primary,"609k Heidelberg jaw"
1344,"Homo heidelbergensis Petralona",40.3167,23.1667,"φ^7/4.1",35.280,"Halkidiki Hominin Arc",Primary,"700k-160k skull"
1345,"Homo neanderthalensis Krapina",45.9833,15.9667,"φ^7/3.5",27.000,"Krapina Hominin Arc",Primary,"130k fragmented skeletons"
1346,"Homo neanderthalensis La Chapelle",43.2267,1.4000,"φ^7/4.2",36.000,"Midi-Pyrenees Arc",Primary,"50k type specimen"
1347,"Homo neanderthalensis Spy Belgium",50.5,-4.7,"φ^8/1.2",28.800,"Meuse Valley Arc",Primary,"36k double burial"
1348,"Homo neanderthalensis Gibraltar 1",36.1333,-5.3333,"φ^5/5.1",41.040,"Rock Gibraltar Arc",Primary,"Gorham's Cave 64k"
1349,"Homo sapiens Jebel Irhoud",31.8167,-8.4167,"φ^4/8.1",48.240,"Anti-Atlas Arc",Primary,"315k earliest modern"
1350,"Homo sapiens Omo Kibish 1",4.4167,35.5333,"φ^-1/6.1",3.888,"Omo Rift Arc",Primary,"233k anatomically modern"
1351,"Homo sapiens Skhul V Israel",32.6667,35.3833,"φ^10/2.1",6.480,"Mount Carmel Arc",Primary,"119k-81k Levant sapiens"
1352,"Homo denisova Denisova 11",51.8333,84.3333,"φ^8/2.6",88.200,"Altai Mountains Arc",Primary,"160k Denisovan finger"
1353,"Homo floresiensis LB1 Flores",-8.2000,120.4300,"φ^-3/10.1",13.680,"Liang Bua Arc",Primary,"50k Hobbit 3ft tall"
1354,"Homo luzonensis Callao Cave",15.7833,120.2833,"φ^2/12.5",13.680,"Luzon Island Arc",Primary,"67k 4ft small human"
1355,"Homo naledi LES1 Rising Star",-25.8667,27.8833,"φ^-3/9.7",9.792,"Cradle Humankind Arc",Primary,"236k ritual chamber"
1356,"Homo longi Harbin China",47.6167,126.6167,"φ^9/2",288.000,"Songhua River Arc",Primary,"146k Dragon Man"
1357,"Homo bodoensis Bodo Ethiopia",10.6167,39.6167,"φ^1/2.1",0.576,"Bodo Peninsula Arc",Primary,"600k African ancestor"
1358,"Homo julienishidai Shiyu China",34.1667,108.9333,"φ^5/3.1",17.280,"Shiyu Cave Arc",Primary,"260k Denisovan-like"
1359,"Homo habilis OH 7 Olduvai",2.9833,35.2333,"φ^-2/2.1",2.160,"Olduvai Gorge Arc",Primary,"1.75M type specimen"
1360,"Homo rudolfensis KNM-ER 1470",4.1667,36.0167,"φ^-1/1.5",0.360,"Koobi Fora Arc",Primary,"2.1M large brain"
1361,"Nakalipithecus nakayamai Kenya",0.2167,34.9667,"φ^0/φ^0.1",0.048,"Baringo Basin Pre-Hominin",Primary,"10M BCE potential ancestor"
1362,"Chororapithecus abyssinicus Ethiopia",9.1667,38.5333,"φ^-1/0.5",0.096,"Afar Pre-Hominin Arc",Primary,"10M BCE gorilla lineage"
1363,"Samburupithecus kiptalami Kenya",0.7667,36.0833,"φ^0/0.2",0.096,"Samburu Hills Pre-Hominin",Primary,"9.5M ape-hominin transition"
1364,"Ouranopithecus macedoniensis Greece",39.0167,22.6167,"φ^6/5.5",28.800,"Axios Valley Pre-Hominin",Primary,"9.6M European great ape"
1365,"Graecopithecus freybergi Greece",38.3167,22.4167,"φ^6/4.5",19.800,"Chalkidiki Pre-Hominin",Primary,"7.2M 'El Graeco' candidate"
1366,"Ankarapithecus meteai Turkey",40.9167,31.6167,"φ^7/2.5",18.000,"Çoruh Valley Pre-Hominin",Primary,"8.8M Turkish great ape"
1367,"Turkanapithecus kalokolensis Kenya",4.2667,35.6167,"φ^-1/0.8",0.192,"Lomekwi Pre-Hominin",Primary,"6M early ape"
1368,"Kenyapithecus wickeri Kenya/Hungary",0.2167,34.9667,"φ^0/0.1",0.048,"Rusinga Island Pre-Hominin",Primary,"14M Eurasian transfer"
1369,"Afropithecus turkanensis Kenya",4.2667,35.6167,"φ^-1/0.9",0.216,"Kalodirr Pre-Hominin",Primary,"17.8M early catarrhine"
1360,"Aegyptopithecus zeuxis Egypt",30.0667,30.8833,"φ^4/1",1.440,"Fayum Depression Pre-Hominin",Primary,"33M stem catarrhine"
1371,"Propliopithecus zeuxis Egypt",30.0667,30.8833,"φ^4/1.1",1.728,"Fayum Depression Pre-Hominin",Primary,"32M early Old World monkey"
1372,"Parapithecus fraasi Egypt",30.0667,30.8833,"φ^4/1.2",2.016,"Fayum Depression Pre-Hominin",Primary,"36M basal catarrhine"
1373,"Apidium phiomense Egypt",30.0667,30.8833,"φ^4/1.3",2.304,"Fayum Depression Pre-Hominin",Primary,"33M stem platyrrhine"
1374,"Qatrania fleischeri Egypt",30.0667,30.8833,"φ^4/1.4",2.592,"Fayum Depression Pre-Hominin",Primary,"34M early parapithecid"
1375,"Arsinoea kallimos Egypt",30.0667,30.8833,"φ^4/1.5",2.880,"Fayum Depression Pre-Hominin",Primary,"36M Fayum radiation"
1376,"Serapia eocaenica Egypt",30.0667,30.8833,"φ^4/1.6",3.168,"Fayum Depression Pre-Hominin",Primary,"37M Oligocene primate"
1377,"Masrapithecus eocaenicus Egypt",30.0667,30.8833,"φ^4/1.7",3.456,"Fayum Depression Pre-Hominin",Primary,"39M early Fayum primate"
1378,"Catopithecus browni Egypt",30.0667,30.8833,"φ^4/1.8",3.744,"Fayum Depression Pre-Hominin",Primary,"40M earliest anthropoid"
